# 724 rectangular buckets with a mean size of 21.33 x 8.52 data points
centerF1, centerF2, bucket, max, min, std, bucket_size_F1, bucket_size_F2
1.000, 0.500, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 0.550, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 0.600, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 0.650, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 0.700, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 0.750, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 0.800, 1799.9, 2316.4, 2316.4, 391.1, 22, 8
1.000, 0.850, 80282.8, 20698.5, 20698.5, 4692.8, 22, 9
1.000, 0.900, 169629.6, 88344.1, 88344.1, 21116.7, 22, 8
1.000, 0.950, 7297.6, 3590.0, 3590.0, 796.7, 22, 9
1.000, 1.000, 23076.8, 6199.6, 6199.6, 1656.8, 22, 8
1.000, 1.050, 14921.8, 4265.9, 4265.9, 1025.0, 22, 9
1.000, 1.100, 9751.7, 4827.5, 4827.5, 1017.2, 22, 8
1.000, 1.150, 139270.4, 42901.8, 42901.8, 10112.0, 22, 9
1.000, 1.200, 390056.0, 66348.1, 66348.1, 15773.6, 22, 8
1.000, 1.250, 1585751.1, 417003.7, 417003.7, 88793.5, 22, 9
1.000, 1.300, 1433283.3, 475485.4, 475485.4, 113789.4, 22, 9
1.000, 1.350, 302166.7, 123540.7, 123540.7, 34418.8, 22, 8
1.000, 1.400, 317629.1, 183996.3, 183996.3, 42342.3, 22, 9
1.000, 1.450, 285161.4, 78781.1, 78781.1, 19267.6, 22, 8
1.000, 1.500, -5254.3, 0.0, 0.0, 669.5, 22, 9
1.000, 1.550, -462.4, 16.0, 16.0, 39.4, 22, 8
1.000, 1.600, -1195.7, 12.9, 12.9, 53.9, 22, 9
1.000, 1.650, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 1.700, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 1.750, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 1.800, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 1.850, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 1.900, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 1.950, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 2.000, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 2.050, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 2.100, 20740.9, 4236.9, 4236.9, 1522.7, 22, 9
1.000, 2.150, 656824.5, 560786.9, 560786.9, 117037.3, 22, 8
1.000, 2.200, 291927.7, 502142.8, 502142.8, 82135.2, 22, 9
1.000, 2.250, 65224.6, 53248.6, 53248.6, 10587.0, 22, 8
1.000, 2.300, 4218.3, 26720.7, 26720.7, 3315.1, 22, 9
1.000, 2.350, -154.1, 87.2, 87.2, 29.6, 22, 8
1.000, 2.400, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 2.450, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 2.500, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 2.550, -123.3, 11.2, 11.2, 10.3, 22, 8
1.000, 2.600, 178860.3, 34860.1, 34860.1, 12963.4, 22, 9
1.000, 2.650, 9027.6, 14121.2, 14121.2, 4847.8, 22, 8
1.000, 2.700, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 2.750, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 2.800, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 2.850, 144648.0, 235369.2, 235369.2, 40222.4, 22, 8
1.000, 2.900, 257147.0, 261353.6, 261353.6, 50890.9, 22, 9
1.000, 2.950, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 3.000, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 3.050, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 3.100, -19.7, 85.6, 85.6, 14.5, 22, 9
1.000, 3.150, 90.7, 264.7, 264.7, 37.8, 22, 9
1.000, 3.200, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 3.250, -8295.7, 3277.0, 3277.0, 3193.5, 22, 9
1.000, 3.300, 12248287.0, 7153790.8, 7153790.8, 1738450.7, 22, 8
1.000, 3.350, 244217.8, 164909.8, 164909.8, 39346.8, 22, 9
1.000, 3.400, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 3.450, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 3.500, 4060.9, 1329.4, 1329.4, 345.9, 22, 8
1.000, 3.550, 147.0, 3780.2, 3780.2, 886.3, 22, 9
1.000, 3.600, 243147.1, 54538.6, 54538.6, 12105.2, 22, 8
1.000, 3.650, 241731.4, 79478.9, 79478.9, 14393.0, 22, 9
1.000, 3.700, 144342.7, 74559.8, 74559.8, 10886.7, 22, 8
1.000, 3.750, 283907.3, 90661.2, 90661.2, 20836.0, 22, 9
1.000, 3.800, 68740.4, 42522.2, 42522.2, 9523.5, 22, 8
1.000, 3.850, 7052.1, 5288.8, 5288.8, 995.1, 22, 9
1.000, 3.900, 49885.5, 15747.5, 15747.5, 3364.3, 22, 8
1.000, 3.950, 9771.6, 6265.1, 6265.1, 1006.2, 22, 9
1.000, 4.000, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 4.050, 4569.0, 1767.7, 1767.7, 448.1, 22, 9
1.000, 4.100, 265.0, 760.8, 760.8, 169.4, 22, 8
1.000, 4.150, 37131.9, 11047.7, 11047.7, 2476.8, 22, 9
1.000, 4.200, 59831.4, 9839.6, 9839.6, 2208.1, 22, 8
1.000, 4.250, 87436.6, 21571.1, 21571.1, 4494.5, 22, 9
1.000, 4.300, -4440.7, 134.7, 134.7, 590.5, 22, 8
1.000, 4.350, 33740.5, 6766.1, 6766.1, 1369.8, 22, 9
1.000, 4.400, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 4.450, 34853.0, 19147.6, 19147.6, 4090.0, 22, 9
1.000, 4.500, 20861.3, 14760.2, 14760.2, 2695.5, 22, 8
1.000, 4.550, 21453.8, 2912.9, 2912.9, 1000.2, 22, 9
1.000, 4.600, -31.9, 0.0, 0.0, 4.3, 22, 8
1.000, 4.650, 9046.8, 3475.7, 3475.7, 956.0, 22, 9
1.000, 4.700, 123057.2, 8587.1, 8587.1, 1571.2, 22, 8
1.000, 4.750, -28715.0, 3615.7, 3615.7, 2917.0, 22, 9
1.000, 4.800, -142580.7, -2142.7, -2142.7, 2444.5, 22, 8
1.000, 4.850, 4194349.9, 4468925.5, 4468925.5, 802257.8, 22, 9
1.000, 4.900, 32600059.7, 12640717.9, 12640717.9, 2784547.8, 22, 8
1.000, 4.950, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.000, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.050, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.100, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.150, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.200, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.250, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.300, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.350, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.400, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.450, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.500, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.550, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.600, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.650, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.700, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.750, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.800, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.850, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 5.900, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 5.950, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.000, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.050, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.100, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.150, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.200, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.250, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.300, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.350, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.400, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.450, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.500, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.550, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.600, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.650, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.700, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.750, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.800, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.850, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 6.900, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 6.950, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.000, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.050, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.100, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.150, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.200, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.250, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.300, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.350, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.400, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.450, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.500, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.550, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.600, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.650, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.700, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.750, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.800, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.850, 0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 7.900, -0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 7.950, -0.0, 0.0, 0.0, 0.0, 22, 9
1.000, 8.000, 0.0, 0.0, 0.0, 0.0, 22, 8
1.000, 8.050, 6842.9, 4991.6, 4991.6, 1084.5, 22, 9
1.000, 8.100, 15439.3, 5823.5, 5823.5, 1521.1, 22, 8
1.000, 8.150, 39208.2, 13100.8, 13100.8, 3164.6, 22, 9
1.000, 8.200, -393691.6, 622920.2, 622920.2, 132918.7, 22, 8
1.000, 8.250, 14091754.1, 5906803.1, 5906803.1, 1401310.7, 22, 9
1.000, 8.300, 57984.4, 14447.6, 14447.6, 4676.2, 22, 8
1.000, 8.350, 0.0, 0.0, 0.0, 0.0, 22, 9
